geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_wt_v_SfmbtKD_change
CG10512	103.783125215239	-1.14888782831741	0.390230122305722	-2.94412902194497	0.00323864955189707	0.0469123197467863	depleted in SfmbtKD
CG11263	83.7979828752563	1.72992154815748	0.363706598384363	4.75636558655256	1.97109374228382e-06	0.000138260075443347	enriched in SfmbtKD
CG11317	7.78459660217235	-6.1788921827171	1.42960337500281	-4.32210240319623	1.54549423467075e-05	0.000746575776285999	depleted in SfmbtKD
CG1136	212.669018592516	3.5977087088891	0.369195074284935	9.74473648072695	1.94282272878812e-22	1.42117482610851e-19	enriched in SfmbtKD
CG11425	12.6594628136043	-2.86072575799433	0.772174437738631	-3.70476620072036	0.000211585800560563	0.00619100052440206	depleted in SfmbtKD
CG12239	20.2885652803169	-6.1416601717257	1.51015070587382	-4.06691871734216	4.76388499483597e-05	0.00187642100892751	depleted in SfmbtKD
CG12402	25.6150285870415	-2.03960026547213	0.609068770400838	-3.34871916701596	0.000811860412112807	0.0172495072208449	depleted in SfmbtKD
CG12594	13.2829821911217	-2.33369688532804	0.730185725854124	-3.19603191721974	0.00139331697953871	0.0256175209828652	depleted in SfmbtKD
CG12607	32.7979082324132	-5.57716379813378	1.17845636679579	-4.73260101542667	2.216609288667e-06	0.000151354526965115	depleted in SfmbtKD
CG12721	34.7386866750346	5.22404640584017	0.729536214636644	7.16077735557251	8.02208475273881e-13	2.00376024275117e-10	enriched in SfmbtKD
CG12926	26.9089256109444	-2.58321224141918	0.830572509718502	-3.11015860890301	0.00186986907607902	0.0321363853190009	depleted in SfmbtKD
CG13029	28.4480669464041	2.05634979591639	0.655621918790843	3.13648726038461	0.00170984865154283	0.0304531478964351	enriched in SfmbtKD
CG13032	5.31573446967305	-7.07604506008846	2.42125365001023	-2.92247161302517	0.00347265274586317	0.0490474446896829	depleted in SfmbtKD
CG13060	95.8834357149835	-1.05475810157521	0.276753143835876	-3.81118742485079	0.000138300854973521	0.0045106339356173	depleted in SfmbtKD
CG13229	15.0383182424272	-1.94185103373663	0.635304801247321	-3.05656596632689	0.00223888210020605	0.0360466600156966	depleted in SfmbtKD
CG13247	16.8341201976214	1.38200685441465	0.469055060029493	2.94636381137804	0.00321533974180019	0.046756719703291	enriched in SfmbtKD
CG13465	4.60935176131487	4.54534615187474	1.53469852722693	2.96171923751552	0.00305926608199974	0.0449497043698125	enriched in SfmbtKD
CG13796	45.4484229901621	-1.97069733513378	0.614852555792153	-3.20515433589571	0.00134990077395196	0.0251351524109855	depleted in SfmbtKD
CG13840	107.213710312229	1.58085714650903	0.438592970972918	3.60438322347542	0.000312895092267937	0.00827999648557091	enriched in SfmbtKD
CG13856	12.5786093540273	-3.80005699715978	1.15289071603904	-3.2961120636096	0.000980329023132434	0.0197338762785287	depleted in SfmbtKD
CG13920	67.3414465334625	-1.66572552922513	0.502694490878592	-3.31359415997146	0.000921050888188524	0.0188273096725323	depleted in SfmbtKD
CG14205	10.3766326395946	7.84071145951423	1.43493346035136	5.46416379306839	4.65093951541767e-08	5.12153457821423e-06	enriched in SfmbtKD
CG14431	41.8960660183734	-1.23276609973408	0.339459535216887	-3.63155537506536	0.000281718190526803	0.00755255494551044	depleted in SfmbtKD
CG14526	75.6374955336719	-2.55877546701753	0.719890330726317	-3.55439621537341	0.000378848001868253	0.00972079506666573	depleted in SfmbtKD
CG14598	479.639718683545	2.3212803923352	0.180729009254705	12.8439833865507	9.29651431643074e-38	1.36008004449382e-34	enriched in SfmbtKD
CG14669	37.9251281039525	-1.35891143021492	0.445945380855236	-3.04725979582701	0.00230938018094621	0.0367812790560966	depleted in SfmbtKD
CG14798	29.2276526569281	1.6852004512441	0.515086513589163	3.27168428367789	0.00106908888723461	0.0211770585960728	enriched in SfmbtKD
CG14853	15.870446006802	-2.21074202208449	0.666575275193349	-3.31656769213835	0.000911305079041843	0.0187403118764408	depleted in SfmbtKD
CG14855	49.488390789868	-1.61018027263414	0.374944602873182	-4.29444846064034	1.75128157547566e-05	0.000811532787983994	depleted in SfmbtKD
CG14960	4.88803769457821	5.62809266199747	1.61870407391217	3.47691264431997	0.000507223047809504	0.0121650380154968	enriched in SfmbtKD
CG14989	64.7596842135533	-3.98719408470581	0.846140115129045	-4.71221493156334	2.4503873007253e-06	0.000165094844386367	depleted in SfmbtKD
CG1503	18.1974656289802	4.10146224468575	0.86283620942474	4.75346560550609	1.99959134065439e-06	0.000139304863398923	enriched in SfmbtKD
CG15201	83.5157511883919	-2.5304453633807	0.742033375286529	-3.41015033508917	0.000649270797932233	0.0144862358205316	depleted in SfmbtKD
CG15209	122.098161139936	-1.29042172671811	0.300390744597342	-4.2958105398615	1.7405619188869e-05	0.000810231573241852	depleted in SfmbtKD
CG15212	104.306727311493	-1.95381017414154	0.475193558457126	-4.11160913141423	3.92911076664447e-05	0.00159043570597652	depleted in SfmbtKD
CG15478	10.3381817625542	-4.38179332291916	1.44538347228334	-3.03157840596934	0.00243278729327267	0.0380778932184077	depleted in SfmbtKD
CG15522	275.683600848366	1.19718781998592	0.276868839370486	4.32402513301226	1.53207830716459e-05	0.000743602556572161	enriched in SfmbtKD
CG15599	19.3784610819692	3.24908072425159	0.863839857299515	3.76120723858317	0.000169095255995466	0.00523173569984762	enriched in SfmbtKD
CG15646	38.6370662563626	-1.09960176373794	0.357153543590842	-3.07879281466028	0.00207841168963274	0.0346097790463885	depleted in SfmbtKD
CG15651	6.30293336874426	-3.55016368074257	1.11798940234146	-3.17548956484496	0.00149583901536954	0.0272578066839848	depleted in SfmbtKD
CG15766	54.1446360006457	1.24282931008251	0.387747657577685	3.20525291589545	0.00134943849560746	0.0251351524109855	enriched in SfmbtKD
CG15930	53.7418959793251	7.43242248156542	0.873076189174541	8.51291396297554	1.69615928326196e-17	9.14229853678197e-15	enriched in SfmbtKD
CG16704	96.1979085181285	-2.02701958767929	0.693691195680154	-2.92207772032025	0.00347704763643294	0.0490474446896829	depleted in SfmbtKD
CG1674	254.275906079337	-1.07003813024466	0.321943402374156	-3.32368398405966	0.000888368015954313	0.0183422920390889	depleted in SfmbtKD
CG16854	2.79496281789083	-5.0417332297639	1.63516342857742	-3.08332068932716	0.00204704431000052	0.0341986635868113	depleted in SfmbtKD
CG17018	82.437814474719	1.04953369087859	0.280122589902437	3.7466942285666	0.000179180277014743	0.00541293574309139	enriched in SfmbtKD
CG18131	4.12515913069326	5.62988568097473	1.82855258200427	3.07887546487935	0.00207783519180397	0.0346097790463885	enriched in SfmbtKD
CG18208	21.7898503306217	-1.91031126966314	0.520948111157028	-3.66698953072376	0.00024542283916906	0.00675638520411383	depleted in SfmbtKD
CG2082	38.208628281549	-1.04350017339407	0.337578669064162	-3.0911318427994	0.00199395077073398	0.0336325823666048	depleted in SfmbtKD
CG2150	30.6373406188385	1.6631686006012	0.517669646768666	3.21279914899941	0.00131448178482584	0.0246549596307718	enriched in SfmbtKD
CG2993	14.0209059306722	-3.57950874210211	1.0161939930834	-3.52246595282555	0.000427551955698334	0.0106534296309164	depleted in SfmbtKD
CG30059	17.5761786244569	-1.90205075969856	0.496945788880578	-3.82748139184985	0.000129461167867233	0.00429065313957388	depleted in SfmbtKD
CG30101	246.93489760494	1.96871829621527	0.437403067577696	4.50092475829646	6.76584548427194e-06	0.000384939020024605	enriched in SfmbtKD
CG30172	14.663053901523	-3.17686549975052	0.859979961402488	-3.69411572633572	0.000220653300597164	0.00633854283455044	depleted in SfmbtKD
CG30203	77.124169161072	-1.45489015072497	0.290445751711538	-5.00916312995317	5.46672227003814e-07	4.58891006290661e-05	depleted in SfmbtKD
CG30427	89.3887041117376	3.65118385550716	0.302542157156079	12.0683473993462	1.55220138410856e-33	1.76623270829508e-30	enriched in SfmbtKD
CG3078	15.097835951558	-4.3900647638777	0.802402957543096	-5.47114728654514	4.47131496423955e-08	5.00501559703661e-06	depleted in SfmbtKD
CG31140	219.460797033669	-1.01240436503003	0.258210568343167	-3.92084790148682	8.82379456324067e-05	0.00317068351305781	depleted in SfmbtKD
CG31663	34.7399253489493	-2.37345578710831	0.448134546149678	-5.29630176361269	1.18171494549962e-07	1.17494589872443e-05	depleted in SfmbtKD
CG31706	14.8884797891551	-3.96928712895072	0.896929512333418	-4.42541701925313	9.62561530243429e-06	0.000508123331506338	depleted in SfmbtKD
CG31808	35.0337177631564	1.51560622621093	0.447483122845287	3.38695729254339	0.000706723882973071	0.015561324254123	enriched in SfmbtKD
CG31875	58.5316934719815	2.1743873571953	0.281523516451846	7.72364378152124	1.13050495264486e-14	4.63100048801439e-12	enriched in SfmbtKD
CG32241	24.2924166826071	2.16972539267437	0.654660292420694	3.31427675970926	0.000918805152030423	0.0188189671238871	enriched in SfmbtKD
CG32373	284.674884143357	-1.72418608333744	0.462071871223771	-3.73142402884433	0.000190400431319285	0.00566828725913022	depleted in SfmbtKD
CG32432	12.3159581483427	-2.63355999476642	0.814488342544412	-3.23339188199961	0.00122329630270162	0.023329194480386	depleted in SfmbtKD
CG32581	86.3544771324021	5.86082669566775	0.868804561904159	6.74585165946018	1.52131989247792e-11	3.24579937893049e-09	enriched in SfmbtKD
CG33110	6.67521081761507	3.54320999841407	1.19939768296211	2.95415778164882	0.00313523665144297	0.0458685122106107	enriched in SfmbtKD
CG33509	110.74846476401	3.57494870462879	0.421153849610615	8.48846260798535	2.09388584133666e-17	1.07217424505644e-14	enriched in SfmbtKD
CG33914	35.716007987104	5.08200311148269	0.696282083048073	7.29877047709673	2.90409227364762e-13	7.82652867748034e-11	enriched in SfmbtKD
CG34370	29.7671492113095	-3.54502461410044	0.758122587515542	-4.67605723992199	2.92443010634062e-06	0.000188359048547386	depleted in SfmbtKD
CG34402	3.35445882013324	-5.90667710114282	1.77877136341885	-3.32064998493679	0.000898080893929529	0.0185055260256183	depleted in SfmbtKD
CG3822	25.6866919383739	-6.45940288873285	1.26146223682158	-5.12056778251895	3.04617099151629e-07	2.73647694071214e-05	depleted in SfmbtKD
CG3829	80.9601085122225	-1.33549873002655	0.429125245715071	-3.11214206892245	0.00185735092174259	0.0321302884958883	depleted in SfmbtKD
CG40470	30.7270615398428	-2.4873154336163	0.561006607432706	-4.43366513096667	9.26444875187584e-06	0.000494152185770628	depleted in SfmbtKD
CG42235	23.0767137963826	-3.19831360331589	0.846369071202689	-3.77886398751681	0.000157545441435059	0.00493207928817667	depleted in SfmbtKD
CG42237	30.3170694646834	1.64706813465717	0.477149681432251	3.45188983405207	0.000556674962769175	0.0129566097584526	enriched in SfmbtKD
CG42260	27.0476403178682	-1.69081271284369	0.566037771898673	-2.98710226911565	0.00281635491442548	0.0428563011569559	depleted in SfmbtKD
CG42265	61.9065714626928	-1.49085445117932	0.480660995516258	-3.10167553657658	0.00192428746390348	0.0327897303125383	depleted in SfmbtKD
CG42319	198.294058897489	-1.71204911490701	0.587187596496096	-2.91567656592758	0.00354918219359785	0.0499636647186532	depleted in SfmbtKD
CG42346	31.9607043590347	-2.1819874620581	0.610154312031353	-3.57612397230093	0.000348726325117037	0.00906422917645578	depleted in SfmbtKD
CG42540	13.7779867103633	-2.4058079250439	0.753778069036647	-3.19166612013347	0.00141454742455918	0.0259612547937464	depleted in SfmbtKD
CG42613	17.2832351750705	-2.28000550547334	0.744558594813904	-3.06222441236234	0.00219698674697856	0.0358269765538335	depleted in SfmbtKD
CG42854	24.9763187011189	4.77569167655918	0.737670500568799	6.47401742766827	9.54308875588838e-11	1.84397682922741e-08	enriched in SfmbtKD
CG43085	34.6765305537453	-3.28793921679394	0.654209858690853	-5.02581728647972	5.01293001910966e-07	4.27811802714183e-05	depleted in SfmbtKD
CG43125	15.7132759690499	-1.73961846883702	0.584848566958106	-2.97447675709469	0.00293488689074051	0.044006115150913	depleted in SfmbtKD
CG43295	63.355360242801	1.21636187876297	0.346985811055133	3.50550898627294	0.000455735116563468	0.011219190694054	enriched in SfmbtKD
CG43338	83.3690271444021	2.28048981997397	0.503261187592183	4.53142399254909	5.85874168005735e-06	0.000340905531508337	enriched in SfmbtKD
CG43689	13.4427108012913	-2.50957534582872	0.680562566071958	-3.68750129810016	0.000226466938720264	0.00640990656394107	depleted in SfmbtKD
CG43729	44.2247514412427	-1.22763556154868	0.414343158034115	-2.9628474315186	0.00304807607454478	0.0449141684595871	depleted in SfmbtKD
CG43737	26.80293858132	-2.86142325509532	0.828858562061685	-3.45224551698891	0.000555941616439469	0.0129566097584526	depleted in SfmbtKD
CG4409	31.5087163194905	-2.5773759450252	0.698475754973557	-3.69000058580812	0.000224253535552365	0.00638645175985133	depleted in SfmbtKD
CG44098	11.320905552088	-6.21139875410743	1.37528490033315	-4.51644510355839	6.28864102016313e-06	0.00036385295303667	depleted in SfmbtKD
CG4467	103.065111697153	-1.22408632812696	0.285509662392587	-4.28737268598565	1.80798817458542e-05	0.000830296273360059	depleted in SfmbtKD
CG4476	100.440982128412	-1.1176370734933	0.359306674079033	-3.11053802815659	0.0018674684797624	0.0321363853190009	depleted in SfmbtKD
CG44837	20.5384143765223	-4.12562076795237	1.09741292931928	-3.7594060154836	0.000170317243544737	0.00524112616131376	depleted in SfmbtKD
CG45076	273.027130195511	-1.60773168475447	0.481629756658395	-3.338107047017	0.000843512459299491	0.0177139521425487	depleted in SfmbtKD
CG4562	104.467802591418	2.53038940727002	0.254988133638162	9.92355750507487	3.28822732544357e-23	2.59036431075904e-20	enriched in SfmbtKD
CG4629	54.6486068127877	-1.72485994606793	0.388881001657153	-4.4354441042831	9.18826709215606e-06	0.000492654676915027	depleted in SfmbtKD
CG4702	22.446508643341	-1.41285720392715	0.476457288178428	-2.96533863366583	0.00302349915996185	0.0448432654965418	depleted in SfmbtKD
CG5217	11.5193300198241	-3.39700212685591	0.813805309387612	-4.17421966614122	2.99009148773582e-05	0.0012706027770084	depleted in SfmbtKD
CG5367	17.5369507419505	-1.34640540502603	0.43653557127771	-3.0842971194425	0.0020403371642545	0.0341872389771674	depleted in SfmbtKD
CG5399	158.761155650404	2.36636214365285	0.369155777964732	6.41019939251479	1.45329439369301e-10	2.70369059756953e-08	enriched in SfmbtKD
CG5618	202.49215203193	-1.49797628610704	0.286682858397716	-5.22520353843022	1.73963639843202e-07	1.64959410706873e-05	depleted in SfmbtKD
CG5890	4.11212516045287	-4.203597755075	1.28972204799779	-3.25930518253977	0.00111685456579181	0.0218276862753318	depleted in SfmbtKD
CG6026	360.285162556353	1.44114281332577	0.190949241252811	7.54725603448582	4.44524170618726e-14	1.42261625978324e-11	enriched in SfmbtKD
CG6123	8.39635063084984	-1.92653624148378	0.657444674369236	-2.93033971768368	0.00338591617709349	0.0480265478803524	depleted in SfmbtKD
CG6125	10.0831199823084	-3.04470577943369	0.994498909580605	-3.06154762976833	0.00220195956106322	0.03584436687425	depleted in SfmbtKD
CG6218	134.287225481332	-1.36310417580441	0.293846989188665	-4.6388230131881	3.50398956629812e-06	0.000223409128951808	depleted in SfmbtKD
CG6293	61.0588057160741	-1.22436614610009	0.247609351205462	-4.94474921944337	7.62419480341551e-07	6.14798259699041e-05	depleted in SfmbtKD
CG6324	17.9719435332903	7.12211379410051	1.17457791180238	6.06355161504073	1.33148024983904e-09	2.12308082529363e-07	enriched in SfmbtKD
CG7173	200.640121163896	2.35218104014777	0.437183789873619	5.38030250578993	7.43607771725831e-08	7.77070121453493e-06	enriched in SfmbtKD
CG7342	49.7376957888536	-2.22672862515187	0.554942131733625	-4.01254202522996	6.00683808668909e-05	0.00221280679301378	depleted in SfmbtKD
CG7368	6.57253256162126	-3.93345412223377	1.20172705464498	-3.27316765236329	0.00106349376830216	0.0211070536457024	depleted in SfmbtKD
CG7378	35.7569249421449	-2.07004614499109	0.549681804924551	-3.76589897363479	0.000165950889397351	0.00515000926763112	depleted in SfmbtKD
CG7386	61.2821711562736	-1.00540294647319	0.27189752744765	-3.69772743397514	0.000217538287568913	0.00632900455395806	depleted in SfmbtKD
CG7587	146.975891101639	-6.14299963018055	1.23522597717162	-4.9731787897196	6.58638643762387e-07	5.39609468061648e-05	depleted in SfmbtKD
CG7781	70.5392796299314	-2.53697717015472	0.444944845839279	-5.70177898199795	1.18563493636899e-08	1.53697308650061e-06	depleted in SfmbtKD
CG7997	68.4427198195929	-1.87294193003585	0.617877082485631	-3.03125327532989	0.00243540865716796	0.0380778932184077	depleted in SfmbtKD
CG8369	67.5987028524704	-2.71400855849309	0.734689484522458	-3.69408929305307	0.000220676252278006	0.00633854283455044	depleted in SfmbtKD
CG8401	17.1339988954722	-1.61155822949639	0.524304835343928	-3.07370468639538	0.00211418599480946	0.0349090325870766	depleted in SfmbtKD
CG9413	155.226068499846	-1.3264935793637	0.262674575025156	-5.0499504157822	4.41924758457534e-07	3.86816363364411e-05	depleted in SfmbtKD
CG9509	28.8302407839812	-3.02826989235047	0.974969042451131	-3.10601645846848	0.00189626160937692	0.0324200586671603	depleted in SfmbtKD
CG9514	91.6241081463916	1.68881116384557	0.405830975523193	4.16136585352652	3.16349807124341e-05	0.00132776162900016	enriched in SfmbtKD
CG9650	96.6490064218221	-1.91758710489913	0.539594915678011	-3.55375310104552	0.000379775567265377	0.00972079506666573	depleted in SfmbtKD
CG9686	107.602371198222	-2.04691376961571	0.527958951442837	-3.87703203823286	0.000105738439048897	0.00362162994749082	depleted in SfmbtKD
CG9925	333.609491041724	6.37149901325553	0.267936760884951	23.7798613083606	5.39700212560010e-125	5.52706987682706e-121	enriched in SfmbtKD
CR31451	59.1534207451826	-1.05229181570706	0.333810793522209	-3.15236006782102	0.00161956426378934	0.0291493104138254	depleted in SfmbtKD
CR31781	33.6875238526197	-1.71880971763694	0.498205476383512	-3.45000165416453	0.000560583118665983	0.0130179857556878	depleted in SfmbtKD
CR40469	399.601319399101	1.98331752544255	0.373120543978132	5.31548733365587	1.06372249454731e-07	1.08623600297931e-05	enriched in SfmbtKD
CR40640	557.301267830219	2.09331398422986	0.551804911622633	3.79357620807376	0.000148493028404935	0.00474604646873124	enriched in SfmbtKD
CR41544	183.439522913289	1.94022810088431	0.56453202301543	3.43687872748236	0.000588459017809071	0.013432318619996	enriched in SfmbtKD
CR43283	460.596534161358	-3.6372077753869	0.897873702413678	-4.05091246754338	5.10182915095738e-05	0.00197161631452659	depleted in SfmbtKD
CR43767	37.1216442710179	-7.94361888000424	1.05568899663072	-7.52458243417963	5.28890763469178e-14	1.59305009079055e-11	depleted in SfmbtKD
CR43961	17.839260845473	7.02410125094551	1.10193764674551	6.37431824903221	1.83778613804991e-10	3.30188909469634e-08	enriched in SfmbtKD
CR44030	183.743259468163	-1.28990433951606	0.170381378534042	-7.5706884790719	3.7125135844309e-14	1.22644682639216e-11	depleted in SfmbtKD
CR44445	12.8716031527764	6.63542237932541	1.5719081132276	4.22125334393809	2.42947699147809e-05	0.00106782291286382	enriched in SfmbtKD
CR44489	26.9472744502965	1.26322545889634	0.41157510481029	3.06924652179485	0.00214599428247638	0.0353330023261103	enriched in SfmbtKD
CR44994	7.30217902622789	2.53525849078813	0.831760133307119	3.04806444702732	0.00230320526321378	0.0367812790560966	enriched in SfmbtKD
CR45923	24.7275241245004	2.31371317032452	0.548946829011961	4.21482199740351	2.49975269211779e-05	0.00109401569743497	enriched in SfmbtKD
CR46003	47.13269819837	-2.24520392770907	0.49203815434862	-4.56306875364444	5.04112969154786e-06	0.000303549257463474	depleted in SfmbtKD
CR46006	329.511909927781	-1.29224561173732	0.23848830321368	-5.41848633381191	6.01057326222042e-08	6.46525828022317e-06	depleted in SfmbtKD
CR46029	22.411414009798	1.95496969987743	0.577295789031486	3.38642639877424	0.000708092676732872	0.015561324254123	enriched in SfmbtKD
CR46119	9.78520805671971	2.39918939821196	0.740969314482401	3.2379065520249	0.00120410242918106	0.0230421835573796	enriched in SfmbtKD
CYTB	9950.97303407408	-1.60815612414431	0.302615014642985	-5.3141980613274	1.07128050288947e-07	1.08623600297931e-05	depleted in SfmbtKD
Calx	16.3566333982704	-2.7041775192078	0.736932804976971	-3.66950351639225	0.000243021995181159	0.00672129062388862	depleted in SfmbtKD
Cbp53E	17.3306119810352	-3.22896403331462	0.889040266365306	-3.63196601489796	0.000281270170627386	0.00755255494551044	depleted in SfmbtKD
ChAT	10.3150722054123	-2.44602060360395	0.795113820032551	-3.0763150406615	0.00209576281870532	0.0347855867526114	depleted in SfmbtKD
Cpr92A	85.8098575055258	-2.44666454586846	0.324708402936094	-7.53495913177826	4.88487789987637e-14	1.51594044159497e-11	depleted in SfmbtKD
Cpr97Ea	335.740580902187	-1.91535836287728	0.27164266013116	-7.05102196375363	1.77608455013345e-12	4.22997252974807e-10	depleted in SfmbtKD
Cyp18a1	188.215191378864	1.48294918316747	0.497456002442268	2.9810660156615	0.00287246863595452	0.0434519221577699	enriched in SfmbtKD
Cyp28d1	63.1127851184783	-2.08331099348469	0.700637057981447	-2.97345247407661	0.00294470005106597	0.0440385740681816	depleted in SfmbtKD
Cyp4g15	60.096740671136	-2.77855153082726	0.641282672150943	-4.33280307030229	1.47222790330287e-05	0.000735467607693886	depleted in SfmbtKD
DIP-epsilon	31.6260468144939	-1.18942748188989	0.39168139390314	-3.03672193881138	0.00239165969016547	0.0377973846251205	depleted in SfmbtKD
DIP-eta	20.8520213491557	-3.11457319545462	0.722443672029905	-4.31116406169544	1.62397354065009e-05	0.000766410738700347	depleted in SfmbtKD
Dh44	16.8287993036133	-3.05934309002823	0.987975670885786	-3.09657735527569	0.00195768775947594	0.0331931793787966	depleted in SfmbtKD
Dh44-R2	25.3037820500713	-1.459639570549	0.419460721442385	-3.47980036254596	0.00050178754271826	0.0120913087646534	depleted in SfmbtKD
Dhc98D	17.8134456753087	3.08591487502353	0.629435234519782	4.90267259566091	9.45414847879833e-07	7.44768727472106e-05	enriched in SfmbtKD
Dop2R	4.18255690095519	-4.65760937117291	1.57135282569741	-2.9640761100905	0.00303593188483249	0.0448643267425246	depleted in SfmbtKD
Drs	20.0645487471852	-2.47438183824512	0.718314082194185	-3.44470740527152	0.000571677858729441	0.0132156951495445	depleted in SfmbtKD
Dscam4	692.517667276869	1.37073548451366	0.184014816541692	7.44904954000317	9.40150667899965e-14	2.6744674972121e-11	enriched in SfmbtKD
Eaat1	51.0771159526143	-3.65027563962593	0.602194190681134	-6.06162546253917	1.34752713254649e-09	2.12308082529363e-07	depleted in SfmbtKD
Eaat2	72.5279644526924	-1.43658237202377	0.355820482909861	-4.03737963670769	5.40515610519668e-05	0.00205777708822748	depleted in SfmbtKD
Eip93F	132.134159199555	-1.23643970333096	0.421126541648737	-2.93602891541867	0.00332443332514576	0.0474171611181305	depleted in SfmbtKD
Ets65A	26.0080041652489	-3.30648048934974	0.742052333132004	-4.45585889528029	8.3557980188795e-06	0.000460063051136263	depleted in SfmbtKD
Fbp2	1281.54774955959	-3.56110935685149	1.15146005632523	-3.0926903085257	0.00198351009222924	0.0335200113110886	depleted in SfmbtKD
Fer1	4.03896416553143	-7.02502841663227	2.07376084434357	-3.38757886946987	0.000705124407144444	0.015561324254123	depleted in SfmbtKD
Fer2	5.43446094046564	-4.18744095023958	1.29125158952557	-3.24293188423345	0.00118306491715212	0.0228599392765186	depleted in SfmbtKD
GC	17.2255050203649	-2.5543477350898	0.592282897144851	-4.31271567590969	1.61261444299246e-05	0.000764573356976191	depleted in SfmbtKD
GILT3	45.9122575053243	-1.28136935961522	0.432955922525088	-2.9595838581951	0.00308054849192348	0.045197560323479	depleted in SfmbtKD
GNBP2	261.216078460027	1.08627786472156	0.217382848216628	4.99707255486436	5.82071728223705e-07	4.84633867377152e-05	enriched in SfmbtKD
Gad1	14.6529831927266	-3.66391467277678	0.887840442185541	-4.12677154439772	3.67891540033193e-05	0.00151416425418921	depleted in SfmbtKD
Gat	61.3843061727476	-1.7329389696125	0.528791791133893	-3.27716692783098	0.00104854358992976	0.0208913130437172	depleted in SfmbtKD
Ggamma30A	205.277967590555	-2.21698532623325	0.341410261716809	-6.49361069314369	8.3803138877989e-11	1.65043835624901e-08	depleted in SfmbtKD
GluClalpha	15.7642484766089	-4.30238127186308	1.00012867171739	-4.30182774829881	1.69394978445329e-05	0.000792134234821284	depleted in SfmbtKD
GstE2	9.26913650530052	-3.21108017025897	0.928408557794455	-3.45869298952529	0.000542803243311676	0.0128084055639513	depleted in SfmbtKD
Gycalpha99B	15.2509081386187	-1.8634169935455	0.634847778913335	-2.9352185759161	0.00333312806967945	0.0474750550230699	depleted in SfmbtKD
HP1D3csd	80.7599070818344	3.78794238541178	0.487965594197048	7.76272432003096	8.31241686195888e-15	3.54697754513837e-12	enriched in SfmbtKD
Hs3st-B	19.076315753267	-1.55835642297205	0.526087254401839	-2.96216342428578	0.00305485594561548	0.0449493961767933	depleted in SfmbtKD
Hsp70Bb	34.645284004575	9.33461609490625	1.43378019916812	6.5104931009106	7.49045091642672e-11	1.5041119183358e-08	enriched in SfmbtKD
Hug	7.205776650189	-7.86580524356389	1.60058487717716	-4.9143318518892	8.90857448104756e-07	7.12755556721938e-05	depleted in SfmbtKD
IA-2	253.322211575341	-2.31104828138629	0.44852559117474	-5.15254497593637	2.56974959515665e-07	2.34971478607137e-05	depleted in SfmbtKD
Idgf3	338.038793775041	-1.38758081864655	0.390854757497747	-3.550118789726	0.000385057359476424	0.0097850432218314	depleted in SfmbtKD
Ir68a	33.8589679920348	-1.13372345601588	0.37383258944097	-3.03270364339088	0.00242373499374754	0.0380114396186348	depleted in SfmbtKD
Irk3	32.8417949520798	-2.95257159451653	0.615140711238875	-4.79983122653374	1.58799397005878e-06	0.000115337916648028	depleted in SfmbtKD
KFase	45.9224384157572	-1.32964420573174	0.34125033874599	-3.89638940907093	9.76373597536202e-05	0.00342432945629049	depleted in SfmbtKD
